system:index,date_ref,depto,month,ndvi_mean,ndvi_median,ndvi_p90,year,.geo
507_00030000000000000092,2023-04-01,Cauca,4,0.7374528965662944,0.7929566536315927,0.886390504282179,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
508_0003000000000000008f,2023-05-01,Caldas,5,0.7795062569324781,0.8222919530236285,0.8847285214909513,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
508_00030000000000000092,2023-05-01,Cauca,5,0.7398948211905366,0.8085737349839356,0.8865700603613789,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
509_0003000000000000008f,2023-06-01,Caldas,6,0.807146290579579,0.8243147201597958,0.878721002152292,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
509_00030000000000000092,2023-06-01,Cauca,6,0.764869261156069,0.8164090959558047,0.8944812762834913,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
510_0003000000000000008f,2023-07-01,Caldas,7,0.7985004525157905,0.8105018417066692,0.8690572800079657,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
510_00030000000000000092,2023-07-01,Cauca,7,0.7340884654821483,0.7930045971000462,0.8944227223251408,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_0003000000000000008f,2023-08-01,Caldas,8,0.7903931611120941,0.8027136625966897,0.8690592905081089,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_00030000000000000092,2023-08-01,Cauca,8,0.7658561849978884,0.7929360622062801,0.9023183786503768,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
512_0003000000000000008f,2023-09-01,Caldas,9,0.7798124410643078,0.7987966659731599,0.8691207829763458,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
512_00030000000000000092,2023-09-01,Cauca,9,0.6897746897936564,0.7226323620521125,0.8789238043655984,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
513_0003000000000000008f,2023-10-01,Caldas,10,0.703542876955518,0.7832136433277693,0.8729180760093207,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
513_00030000000000000092,2023-10-01,Cauca,10,0.5678554168024499,0.6209930669706497,0.8632592985609749,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
514_0003000000000000008f,2023-11-01,Caldas,11,0.7971229497182319,0.818374628923234,0.8964819947415401,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
514_00030000000000000092,2023-11-01,Cauca,11,0.758320711337935,0.8007407202104522,0.9021485205787079,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
515_0003000000000000008f,2023-12-01,Caldas,12,0.7916154134369201,0.8183777864810797,0.8847909037185723,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
515_00030000000000000092,2023-12-01,Cauca,12,0.726174460938607,0.7930043911756157,0.8866314493133441,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
516_0003000000000000008f,2024-01-01,Caldas,1,0.8150969166919572,0.8222948012633574,0.8809301482234533,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
516_00030000000000000092,2024-01-01,Cauca,1,0.8130441185344625,0.8321203454623596,0.8944896786518468,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
517_0003000000000000008f,2024-02-01,Caldas,2,0.7742668279394318,0.7870401261249889,0.8535185005183531,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
517_00030000000000000092,2024-02-01,Cauca,2,0.7973324103927841,0.8243608853395147,0.8867564958983822,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
518_0003000000000000008f,2024-03-01,Caldas,3,0.7390791292978517,0.7753966094520057,0.8651123603893602,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
518_00030000000000000092,2024-03-01,Cauca,3,0.7242898616402145,0.7851713673104577,0.8945233256543985,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
519_0003000000000000008f,2024-04-01,Caldas,4,0.759300691664977,0.7871422155863641,0.8808562009720745,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
519_00030000000000000092,2024-04-01,Cauca,4,0.7607721563575007,0.7930267680537755,0.8865984413212414,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
520_0003000000000000008f,2024-05-01,Caldas,5,0.8274564857175938,0.8495866179434655,0.8964509854083615,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
520_00030000000000000092,2024-05-01,Cauca,5,0.7746180031630108,0.824279802636525,0.902169497800451,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
521_0003000000000000008f,2024-06-01,Caldas,6,0.8050135659963615,0.8340320003082365,0.8925201976224957,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
521_00030000000000000092,2024-06-01,Cauca,6,0.7540863894573292,0.8007752653228296,0.8944580909360924,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
522_0003000000000000008f,2024-07-01,Caldas,7,0.8044490162805912,0.8184123798900677,0.8769033678325474,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
522_00030000000000000092,2024-07-01,Cauca,7,0.7640257952645884,0.8085533248691696,0.8945162155453679,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
523_0003000000000000008f,2024-08-01,Caldas,8,0.8104092025082736,0.8183716276700871,0.8769169474409882,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
523_00030000000000000092,2024-08-01,Cauca,8,0.7784722213463486,0.8085704855655432,0.8786732826733685,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
524_0003000000000000008f,2024-09-01,Caldas,9,0.7940576185923569,0.8105535914840802,0.8768653609282334,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
524_00030000000000000092,2024-09-01,Cauca,9,0.746545708813331,0.7695190103312362,0.9100576612800142,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
525_0003000000000000008f,2024-10-01,Caldas,10,0.745200832946603,0.7792858648195183,0.8730223661169049,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
525_00030000000000000092,2024-10-01,Cauca,10,0.6790319595939137,0.7539527839938245,0.8945507624133116,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
526_0003000000000000008f,2024-11-01,Caldas,11,0.5916236974299741,0.6993348556077899,0.855314930938675,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
526_00030000000000000092,2024-11-01,Cauca,11,0.5575671395822555,0.6523253421151652,0.863240140490139,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
527_0003000000000000008f,2024-12-01,Caldas,12,0.7799516281354167,0.8066062035745117,0.8808564471349849,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
527_00030000000000000092,2024-12-01,Cauca,12,0.627186752048792,0.6993317044587916,0.8709124887151296,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
528_0003000000000000008f,2025-01-01,Caldas,1,0.8051851694556129,0.8184469924781944,0.8807938163896102,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
528_00030000000000000092,2025-01-01,Cauca,1,0.7779630029968,0.8164213210462107,0.8787211233325944,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
529_0003000000000000008f,2025-02-01,Caldas,2,0.6198413191062885,0.7012036401124803,0.8418586625561394,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
529_00030000000000000092,2025-02-01,Cauca,2,0.6151662445313527,0.691411343255794,0.8788880799354518,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
530_0003000000000000008f,2025-03-01,Caldas,3,0.745307337523037,0.7793194440800991,0.8573655230080826,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
530_00030000000000000092,2025-03-01,Cauca,3,0.6723534755585423,0.7539550187420835,0.863106677064443,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
531_0003000000000000008f,2025-04-01,Caldas,4,0.7731140605333131,0.8027277043152959,0.8925829118006414,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
531_00030000000000000092,2025-04-01,Cauca,4,0.7361268728496269,0.8085272379685111,0.9178748237592153,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
532_0003000000000000008f,2025-05-01,Caldas,5,0.8154712504831197,0.8339807556534251,0.8925945252763268,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
532_00030000000000000092,2025-05-01,Cauca,5,0.723670821043763,0.8085902793886403,0.9102262291480631,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
533_0003000000000000008f,2025-06-01,Caldas,6,0.8145276356919166,0.8262444807786898,0.884788390236517,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
533_00030000000000000092,2025-06-01,Cauca,6,0.7277426067709312,0.8164440807383909,0.9179721151786685,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
534_0003000000000000008f,2025-07-01,Caldas,7,0.7988475036296915,0.8144347972363147,0.880887924944764,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
534_00030000000000000092,2025-07-01,Cauca,7,0.7140153072081281,0.7773814828970212,0.8631342632045684,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
535_0003000000000000008f,2025-08-01,Caldas,8,0.8081892858388597,0.8261756961916379,0.884751171203335,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
535_00030000000000000092,2025-08-01,Cauca,8,0.6940251603163208,0.7617404577641336,0.9101809623124523,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
536_0003000000000000008f,2025-09-01,Caldas,9,0.7722764267479755,0.7832691657618395,0.8886988745430493,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
536_00030000000000000092,2025-09-01,Cauca,9,0.7454659977610723,0.777325080498036,0.8867386883754124,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
537_0003000000000000008f,2025-10-01,Caldas,10,0.6628001831532625,0.7284773430775442,0.8534112982950445,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
537_00030000000000000092,2025-10-01,Cauca,10,0.6653450301887092,0.7383319468715499,0.8867904624624896,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
538_0003000000000000008f,2025-11-01,Caldas,11,0.7816469420847262,0.810450202998194,0.8886431636194241,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
538_00030000000000000092,2025-11-01,Cauca,11,0.7033382016210736,0.7774187593747428,0.8867174188792821,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
